timestamp_utc,protocol_name,hypothesis,change_summary,raw_dirs,photon_budget,train_seeds,validation_seeds,test_seeds,burned_test_seeds,contains_burned_test_seed,table_mode,selected_method,validation_top1_accuracy,validation_macro_f1,validation_min_class_recall,validation_hematite_recall,validation_magnetite_recall,final_top1_accuracy,final_macro_f1,final_min_class_recall,final_hematite_recall,final_magnetite_recall,model_feature_count,min_class_support_observed,claim_safe,failure_reason,next_action
2026-04-28T13:06:49+00:00,accuracy_v3_sr2_diagnostic_burned_test,layered_absorption_group_with_hm_expert_and_enriched_spectral_features,strict audit with validation-only model selection and paper ledger outputs,"build/material_sorting_runs/selected_rebuild,build/material_sorting_runs/sr2",5000,"101,202,303,404,505",606,"707,808,909,1001,1102","303,505,707,808,909,1001,1102",True,multi_source_fused,HematiteMagnetiteRecallExtraTrees,0.95,0.9496503496503497,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8833333333333333,0.8825934025879352,0.5333333333333333,0.5666666666666667,0.5333333333333333,254,30,False,reused_or_burned_test_seeds=707;808;909;1001;1102;min_class_recall_below_0.7;hm_min_recall_below_target,continue_train_validation_iteration_without_reusing_this_final_test
