material,source_id,thickness_mm,random_seed,run_id,sample_id,n_events,event_id_min,event_id_max,edep_sum,edep_mean,edep_std,edep_max,detector_gamma_sum,primary_gamma_sum,nonzero_edep_rate,detector_gamma_rate,primary_transmission_rate,hit_count,hit_energy_mean,hit_energy_std,hit_energy_min,hit_energy_max,primary_hit_rate,direct_primary_count,scattered_primary_count,theta_mean,theta_std,y_mean,y_std,z_mean,z_std,r_mean,r_std,e_lt40_count,e_40_80_count,e_ge80_count,hit_count_rate,direct_primary_count_rate,scattered_primary_count_rate,e_lt40_count_rate,e_40_80_count_rate,e_ge80_count_rate,scatter_direct_ratio
Quartz,spectrum_120kv,10.0,0,legacy_quartz,10,100,1000,1099,405.401255,4.0540125499999995,12.739477001975041,66.5,36,36,0.13,0.36,0.36,36.0,61.233252916666665,20.847139230563727,28.48156,110.5,1.0,31.0,5.0,1.7351466111111113,4.73617815550248,-0.8428692222222222,11.588404665071344,-0.1705660833333335,19.498671716450247,11.01731573411422,19.758559924690267,6.0,25.0,5.0,0.36,0.31,0.05,0.06,0.25,0.05,0.1612903173777317
Quartz,spectrum_120kv,10.0,0,legacy_quartz,11,100,1100,1199,627.933807,6.27933807,17.931488420816027,100.5,46,46,0.17,0.46,0.46,46.0,65.73913043478261,20.10548270454128,36.5,118.5,1.0,46.0,0.0,0.010047956521739131,0.0681485567865304,0.08208163043478263,2.967720813953394,0.22499891304347824,3.2892403637776497,4.1395307741575476,1.4726156717436973,2.0,32.0,12.0,0.46,0.46,0.0,0.02,0.32,0.12,0.0
Quartz,spectrum_120kv,10.0,0,legacy_quartz,12,100,1200,1299,221.335785,2.21335785,10.957819695067984,75.5,31,31,0.07,0.31,0.31,31.0,61.24193548387097,18.667204293333064,30.5,110.5,1.0,31.0,0.0,0.0,0.0,0.05639516129032257,2.837780040884495,-0.02711816129032267,3.221069675350505,4.0291685184548305,1.2872423371866013,5.0,20.0,6.0,0.31,0.31,0.0,0.05,0.2,0.06,0.0
Quartz,spectrum_120kv,10.0,0,legacy_quartz,13,100,1300,1399,506.691892,5.06691892,14.258426883419357,70.5,39,39,0.19,0.39,0.39,39.0,58.51238815384615,21.19582117026281,24.5,112.5,1.0,35.0,4.0,1.5443001025641026,4.966491082218283,3.477585128205128,16.744439398894105,-1.987993564102564,15.608008843180949,10.310713880430626,20.76886345877818,7.0,28.0,4.0,0.39,0.35,0.04,0.07,0.28,0.04,0.11428571102040827
Quartz,spectrum_120kv,10.0,0,legacy_quartz,14,100,1400,1499,399.446183,3.99446183,13.413821527203003,86.5,39,39,0.15,0.39,0.39,39.0,64.21794871794872,19.43944540841571,28.5,105.5,1.0,36.0,3.0,1.1020596666666667,4.051108425195195,0.6120875128205129,6.9776619863952805,0.010570051282051155,17.691268877869295,8.642884535545974,16.893435356931153,2.0,28.0,9.0,0.39,0.36,0.03,0.02,0.28,0.09,0.08333333101851859
Quartz,spectrum_120kv,10.0,0,legacy_quartz,15,100,1500,1599,439.60179999999997,4.396018,15.4435783110442,96.5,37,37,0.13,0.37,0.37,37.0,61.33897735135135,21.76095906587319,27.5,108.5,1.0,32.0,5.0,1.689914756756757,5.10760666907265,-3.3937993513513516,15.974278102073391,-0.8059360810810808,17.77146427748896,10.585084150293284,21.641431422125162,6.0,23.0,8.0,0.37,0.32,0.05,0.06,0.23,0.08,0.15624999511718765
Quartz,spectrum_120kv,10.0,0,legacy_quartz,16,100,1600,1699,462.027104,4.62027104,15.684881624794222,80.5,32,32,0.11,0.32,0.32,32.0,65.0625,19.144505654996514,32.5,109.5,1.0,28.0,4.0,1.67678303125,5.157533104918121,1.3124747187500005,21.818074705100273,-3.59192109375,11.6157687873432,10.818537677713604,22.477420831704713,1.0,23.0,8.0,0.32,0.28,0.04,0.01,0.23,0.08,0.14285713775510223
Quartz,spectrum_120kv,10.0,0,legacy_quartz,17,100,1700,1799,271.333566,2.7133356600000003,9.668600142096693,46.5,33,33,0.09,0.33,0.33,33.0,62.92424242424242,22.90746371686298,28.5,116.5,1.0,32.0,1.0,0.5089942424242424,2.923949312333225,-1.9808898181818184,13.111993623615627,1.096187212121212,2.3468953465417584,5.749926780989008,12.191110863871232,4.0,21.0,8.0,0.33,0.32,0.01,0.04,0.21,0.08,0.031249999023437534
Quartz,spectrum_120kv,10.0,0,legacy_quartz,18,100,1800,1899,266.878693,2.66878693,10.25048066691447,61.5,38,38,0.11,0.38,0.38,38.0,61.530802236842106,19.882559151705173,33.5,100.5,1.0,37.0,1.0,0.39925023684210525,2.4611437506781537,-0.5237320263157896,10.190043063414317,0.7384157894736841,4.908351497333119,5.4241737282212314,9.927424369000978,8.0,23.0,7.0,0.38,0.37,0.01,0.08,0.23,0.07,0.027027026296566857
Quartz,spectrum_120kv,10.0,0,legacy_quartz,19,100,1900,1999,417.53413,4.1753413,14.52513230386226,79.5,32,32,0.13,0.32,0.32,32.0,63.13028859375,18.506890322534595,29.5,110.5,1.0,30.0,2.0,0.75242865625,3.1387101099881223,-1.8420101249999996,15.528583418806821,3.20741446875,12.581068246885389,7.555081524033042,18.83139595612036,3.0,26.0,3.0,0.32,0.3,0.02,0.03,0.26,0.03,0.06666666444444451
Quartz,spectrum_120kv,10.0,0,legacy_quartz,20,100,2000,2099,395.5836,3.9558359999999997,14.01476090187857,67.5,35,35,0.11,0.35,0.35,35.0,60.81428571428572,19.986423963709537,30.5,103.5,1.0,33.0,2.0,0.4810280571428572,2.272149873196657,1.2207063999999999,7.871008372363812,-0.5968034571428572,7.828337343477357,5.928596184558861,9.431554213420968,6.0,23.0,6.0,0.35,0.33,0.02,0.06,0.23,0.06,0.060606058769513374
Quartz,spectrum_120kv,10.0,0,legacy_quartz,21,100,2100,2199,192.599574,1.9259957399999998,8.236660956976936,48.5,28,28,0.07,0.28,0.28,28.0,63.535714285714285,23.152445103826814,28.5,112.5,1.0,28.0,0.0,0.0,0.0,-0.8861202142857143,2.978257160532716,0.25521978571428566,2.9969412792777805,4.043883395296236,1.3322364289409043,5.0,18.0,5.0,0.28,0.28,0.0,0.05,0.18,0.05,0.0
Quartz,spectrum_120kv,10.0,0,legacy_quartz,22,100,2200,2299,541.137849,5.41137849,16.67916558074094,87.5,37,37,0.13,0.37,0.37,37.0,61.850585,20.080600201191764,27.5,102.5,1.0,33.0,4.0,1.6505799729729729,5.445224489484256,1.8261243783783785,17.564684076881136,4.0490973243243245,17.731838652839663,9.939775841345401,23.27381870252076,7.0,23.0,7.0,0.37,0.33,0.04,0.07,0.23,0.07,0.12121211753902675
Quartz,spectrum_120kv,10.0,0,legacy_quartz,23,100,2300,2399,74.419912,0.74419912,4.6278443615207125,34.5,38,38,0.04,0.38,0.38,38.0,62.059273999999995,19.768081118067826,30.5,105.5,1.0,33.0,5.0,1.232780710526316,3.894234052969122,2.778483157894737,11.771452071959173,-2.1345422894736843,12.870463211071979,7.872297407596773,15.911502840187957,6.0,27.0,5.0,0.38,0.33,0.05,0.06,0.27,0.05,0.15151514692378343
Quartz,spectrum_120kv,10.0,0,legacy_quartz,24,100,2400,2499,317.99782,3.1799782,13.858320648878058,103.5,40,40,0.07,0.4,0.4,40.0,66.125,19.615126946522807,28.5,109.5,1.0,38.0,2.0,0.805357875,3.713028269183429,1.5303558000000002,14.969237569503932,1.629768175,7.630590189375029,7.36048872679288,15.227091896396283,5.0,22.0,13.0,0.4,0.38,0.02,0.05,0.22,0.13,0.05263157756232691
Quartz,spectrum_120kv,10.0,0,legacy_quartz,25,100,2500,2599,710.268407,7.1026840700000005,16.9336587216852,67.5,40,40,0.19,0.4,0.4,40.0,62.50545580000001,18.056238168695856,31.5,103.5,1.0,35.0,5.0,1.404369475,3.984382050769857,4.344072525,11.485950861637374,-3.503668425,14.582450007715986,9.496874481753734,16.85280395601913,4.0,30.0,6.0,0.4,0.35,0.05,0.04,0.3,0.06,0.14285713877551032
Quartz,spectrum_120kv,10.0,0,legacy_quartz,26,100,2600,2699,287.181076,2.8718107600000002,13.127699739825081,94.5,37,37,0.08,0.37,0.37,37.0,61.9714248108108,17.225193436419378,26.5,109.5,1.0,34.0,3.0,1.620261162162162,5.555377125726212,2.5993144324324318,16.717010045529317,3.4577290540540537,21.01302394958702,10.905844034204243,24.859534613740156,2.0,30.0,5.0,0.37,0.34,0.03,0.02,0.3,0.05,0.08823529152249143
Quartz,spectrum_120kv,10.0,0,legacy_quartz,27,100,2700,2799,360.95259300000004,3.60952593,13.716782335067686,83.534377,40,40,0.09,0.4,0.4,40.0,66.345621925,20.52331618429474,31.5,118.5,1.0,36.0,4.0,1.612689375,4.982650007898601,2.65945815,21.838950680126427,-2.591875075,11.562325748742042,11.172610126783315,22.287740264645645,3.0,29.0,8.0,0.4,0.36,0.04,0.03,0.29,0.08,0.11111110802469146
Quartz,spectrum_120kv,10.0,0,legacy_quartz,28,100,2800,2899,323.808354,3.23808354,11.620736589332916,56.5,30,30,0.08,0.3,0.3,30.0,66.39498966666666,21.75460645617973,33.5,112.5,1.0,27.0,3.0,1.5517715666666667,4.788276087513418,-1.3309330333333333,4.94694987308955,6.745259133333333,21.241556032113678,10.240885589683923,20.398131617683177,3.0,20.0,7.0,0.3,0.27,0.03,0.03,0.2,0.07,0.11111110699588492
Quartz,spectrum_120kv,10.0,0,legacy_quartz,29,100,2900,2999,349.129946,3.49129946,12.053513028139076,63.5,30,30,0.11,0.3,0.3,30.0,63.1,23.666650477572574,23.5,108.5,1.0,30.0,0.0,0.0,0.0,0.8685343666666667,2.581853963126944,-0.22997089999999998,3.1962664508269576,3.8653648508727776,1.5036321330336246,6.0,16.0,8.0,0.3,0.3,0.0,0.06,0.16,0.08,0.0
Quartz,spectrum_120kv,10.0,0,legacy_quartz,30,100,3000,3099,454.234372,4.54234372,15.035838961392358,79.5,35,35,0.13,0.35,0.35,35.0,59.785714285714285,18.674568155604543,38.5,106.5,1.0,33.0,2.0,0.7907503428571429,3.7204712979868715,-1.9780895714285716,16.57240420268073,0.42944785714285727,7.890685745037534,7.762607101233537,16.706133873592698,1.0,30.0,4.0,0.35,0.33,0.02,0.01,0.3,0.04,0.060606058769513374
Quartz,spectrum_120kv,10.0,0,legacy_quartz,31,100,3100,3199,488.66086,4.8866086,17.0204478818837,87.5,29,29,0.1,0.29,0.29,29.0,62.821874758620694,21.009724422372123,31.5,114.5,1.0,27.0,2.0,1.2599095517241379,4.942914226074184,-1.0380084137931036,16.20598508195748,2.4491519310344825,16.47167853671875,8.706522923598506,21.51203964218131,5.0,18.0,6.0,0.29,0.27,0.02,0.05,0.18,0.06,0.07407407133058995
Quartz,spectrum_120kv,10.0,0,legacy_quartz,32,100,3200,3299,557.924414,5.579244139999999,16.32267359626007,67.5,36,36,0.13,0.36,0.36,36.0,63.861111111111114,19.1343412709457,28.5,103.5,1.0,32.0,4.0,1.8424119444444444,5.593692025579777,1.476966638888889,15.128140032945547,1.5191604166666672,22.19097888877326,11.373070478867842,24.349031927299933,4.0,25.0,7.0,0.36,0.32,0.04,0.04,0.25,0.07,0.12499999609375013
Quartz,spectrum_120kv,10.0,0,legacy_quartz,33,100,3300,3399,499.869185,4.99869185,13.7781560336236,66.5,41,41,0.17,0.41,0.41,41.0,61.976488073170735,19.350510680311057,31.5,117.5,1.0,38.0,3.0,0.5622138048780487,2.525744309599333,-1.6488625609756096,11.095007640902287,0.37965102439024384,4.13727633767908,5.640010450610661,10.51407361241908,4.0,30.0,7.0,0.41,0.38,0.03,0.04,0.3,0.07,0.07894736634349037
