row_index,profile,run_role,material,source_id,thickness_mm,random_seed,returncode,elapsed_seconds,config_path,output_prefix
100,selected_rebuild,material,Calcite,mono_120kev,20.0,101,0,4.309,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_calcite_mono_120kev_20mm_seed101.txt,ms_selected_rebuild_calcite_mono_120kev_20mm_seed101
101,selected_rebuild,material,Calcite,mono_120kev,20.0,202,0,4.294,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_calcite_mono_120kev_20mm_seed202.txt,ms_selected_rebuild_calcite_mono_120kev_20mm_seed202
102,selected_rebuild,material,Calcite,mono_120kev,20.0,303,0,3.596,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_calcite_mono_120kev_20mm_seed303.txt,ms_selected_rebuild_calcite_mono_120kev_20mm_seed303
103,selected_rebuild,material,Calcite,mono_120kev,20.0,404,0,3.144,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_calcite_mono_120kev_20mm_seed404.txt,ms_selected_rebuild_calcite_mono_120kev_20mm_seed404
104,selected_rebuild,material,Calcite,mono_120kev,20.0,505,0,3.391,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_calcite_mono_120kev_20mm_seed505.txt,ms_selected_rebuild_calcite_mono_120kev_20mm_seed505
105,selected_rebuild,material,Orthoclase,mono_40kev,5.0,101,0,3.272,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed101.txt,ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed101
106,selected_rebuild,material,Orthoclase,mono_40kev,5.0,202,0,3.400,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed202.txt,ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed202
107,selected_rebuild,material,Orthoclase,mono_40kev,5.0,303,0,3.936,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed303.txt,ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed303
108,selected_rebuild,material,Orthoclase,mono_40kev,5.0,404,0,3.452,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed404.txt,ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed404
109,selected_rebuild,material,Orthoclase,mono_40kev,5.0,505,0,3.232,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed505.txt,ms_selected_rebuild_orthoclase_mono_40kev_5mm_seed505
110,selected_rebuild,material,Orthoclase,mono_50kev,5.0,101,0,3.432,source_models/config/material_sorting_matrix/selected_rebuild/ms_selected_rebuild_orthoclase_mono_50kev_5mm_seed101.txt,ms_selected_rebuild_orthoclase_mono_50kev_5mm_seed101
