row_index,profile,run_role,material,source_id,thickness_mm,random_seed,returncode,elapsed_seconds,config_path,output_prefix
123,full,material,Dolomite,spectrum_120kv,5.0,101,0,2.993,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed101.txt,ms_full_dolomite_spectrum_120kv_5mm_seed101
124,full,material,Dolomite,spectrum_120kv,5.0,202,0,3.061,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed202.txt,ms_full_dolomite_spectrum_120kv_5mm_seed202
125,full,material,Dolomite,spectrum_120kv,5.0,303,0,2.952,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_5mm_seed303.txt,ms_full_dolomite_spectrum_120kv_5mm_seed303
126,full,material,Dolomite,mono_60kev,10.0,101,0,3.459,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed101.txt,ms_full_dolomite_mono_60kev_10mm_seed101
127,full,material,Dolomite,mono_60kev,10.0,202,0,6.046,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed202.txt,ms_full_dolomite_mono_60kev_10mm_seed202
128,full,material,Dolomite,mono_60kev,10.0,303,0,6.917,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_60kev_10mm_seed303.txt,ms_full_dolomite_mono_60kev_10mm_seed303
129,full,material,Dolomite,mono_100kev,10.0,101,0,7.769,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed101.txt,ms_full_dolomite_mono_100kev_10mm_seed101
130,full,material,Dolomite,mono_100kev,10.0,202,0,6.462,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed202.txt,ms_full_dolomite_mono_100kev_10mm_seed202
131,full,material,Dolomite,mono_100kev,10.0,303,0,7.204,source_models/config/material_sorting_matrix/full/ms_full_dolomite_mono_100kev_10mm_seed303.txt,ms_full_dolomite_mono_100kev_10mm_seed303
132,full,material,Dolomite,spectrum_120kv,10.0,101,0,6.086,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_10mm_seed101.txt,ms_full_dolomite_spectrum_120kv_10mm_seed101
133,full,material,Dolomite,spectrum_120kv,10.0,202,0,5.498,source_models/config/material_sorting_matrix/full/ms_full_dolomite_spectrum_120kv_10mm_seed202.txt,ms_full_dolomite_spectrum_120kv_10mm_seed202
