row_index,profile,run_role,material,source_id,thickness_mm,random_seed,returncode,elapsed_seconds,config_path,output_prefix
88,sr2,material,Calcite,mono_120kev,5.0,1001,0,3.180,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_5mm_seed1001.txt,ms_sr2_calcite_mono_120kev_5mm_seed1001
89,sr2,material,Calcite,mono_120kev,5.0,1102,0,3.025,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_5mm_seed1102.txt,ms_sr2_calcite_mono_120kev_5mm_seed1102
90,sr2,material,Calcite,mono_40kev,10.0,606,0,2.948,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed606.txt,ms_sr2_calcite_mono_40kev_10mm_seed606
91,sr2,material,Calcite,mono_40kev,10.0,707,0,2.853,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed707.txt,ms_sr2_calcite_mono_40kev_10mm_seed707
92,sr2,material,Calcite,mono_40kev,10.0,808,0,2.927,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed808.txt,ms_sr2_calcite_mono_40kev_10mm_seed808
93,sr2,material,Calcite,mono_40kev,10.0,909,0,2.920,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed909.txt,ms_sr2_calcite_mono_40kev_10mm_seed909
94,sr2,material,Calcite,mono_40kev,10.0,1001,0,2.899,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed1001.txt,ms_sr2_calcite_mono_40kev_10mm_seed1001
95,sr2,material,Calcite,mono_40kev,10.0,1102,0,2.893,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_10mm_seed1102.txt,ms_sr2_calcite_mono_40kev_10mm_seed1102
96,sr2,material,Calcite,mono_50kev,10.0,606,0,2.903,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed606.txt,ms_sr2_calcite_mono_50kev_10mm_seed606
97,sr2,material,Calcite,mono_50kev,10.0,707,0,2.869,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed707.txt,ms_sr2_calcite_mono_50kev_10mm_seed707
98,sr2,material,Calcite,mono_50kev,10.0,808,0,2.902,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed808.txt,ms_sr2_calcite_mono_50kev_10mm_seed808
99,sr2,material,Calcite,mono_50kev,10.0,909,0,2.910,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed909.txt,ms_sr2_calcite_mono_50kev_10mm_seed909
100,sr2,material,Calcite,mono_50kev,10.0,1001,0,2.882,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed1001.txt,ms_sr2_calcite_mono_50kev_10mm_seed1001
101,sr2,material,Calcite,mono_50kev,10.0,1102,0,2.967,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_10mm_seed1102.txt,ms_sr2_calcite_mono_50kev_10mm_seed1102
102,sr2,material,Calcite,mono_120kev,10.0,606,0,3.085,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed606.txt,ms_sr2_calcite_mono_120kev_10mm_seed606
103,sr2,material,Calcite,mono_120kev,10.0,707,0,3.084,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed707.txt,ms_sr2_calcite_mono_120kev_10mm_seed707
104,sr2,material,Calcite,mono_120kev,10.0,808,0,3.112,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed808.txt,ms_sr2_calcite_mono_120kev_10mm_seed808
105,sr2,material,Calcite,mono_120kev,10.0,909,0,3.004,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed909.txt,ms_sr2_calcite_mono_120kev_10mm_seed909
106,sr2,material,Calcite,mono_120kev,10.0,1001,0,3.084,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed1001.txt,ms_sr2_calcite_mono_120kev_10mm_seed1001
107,sr2,material,Calcite,mono_120kev,10.0,1102,0,3.023,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_10mm_seed1102.txt,ms_sr2_calcite_mono_120kev_10mm_seed1102
108,sr2,material,Calcite,mono_40kev,20.0,606,0,2.370,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed606.txt,ms_sr2_calcite_mono_40kev_20mm_seed606
109,sr2,material,Calcite,mono_40kev,20.0,707,0,2.867,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed707.txt,ms_sr2_calcite_mono_40kev_20mm_seed707
110,sr2,material,Calcite,mono_40kev,20.0,808,0,2.882,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed808.txt,ms_sr2_calcite_mono_40kev_20mm_seed808
111,sr2,material,Calcite,mono_40kev,20.0,909,0,2.905,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed909.txt,ms_sr2_calcite_mono_40kev_20mm_seed909
112,sr2,material,Calcite,mono_40kev,20.0,1001,0,2.882,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed1001.txt,ms_sr2_calcite_mono_40kev_20mm_seed1001
113,sr2,material,Calcite,mono_40kev,20.0,1102,0,2.903,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_40kev_20mm_seed1102.txt,ms_sr2_calcite_mono_40kev_20mm_seed1102
114,sr2,material,Calcite,mono_50kev,20.0,606,0,2.844,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed606.txt,ms_sr2_calcite_mono_50kev_20mm_seed606
115,sr2,material,Calcite,mono_50kev,20.0,707,0,2.843,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed707.txt,ms_sr2_calcite_mono_50kev_20mm_seed707
116,sr2,material,Calcite,mono_50kev,20.0,808,0,2.855,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed808.txt,ms_sr2_calcite_mono_50kev_20mm_seed808
117,sr2,material,Calcite,mono_50kev,20.0,909,0,2.903,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed909.txt,ms_sr2_calcite_mono_50kev_20mm_seed909
118,sr2,material,Calcite,mono_50kev,20.0,1001,0,2.900,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed1001.txt,ms_sr2_calcite_mono_50kev_20mm_seed1001
119,sr2,material,Calcite,mono_50kev,20.0,1102,0,2.885,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_50kev_20mm_seed1102.txt,ms_sr2_calcite_mono_50kev_20mm_seed1102
120,sr2,material,Calcite,mono_120kev,20.0,606,0,3.048,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed606.txt,ms_sr2_calcite_mono_120kev_20mm_seed606
121,sr2,material,Calcite,mono_120kev,20.0,707,0,3.050,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed707.txt,ms_sr2_calcite_mono_120kev_20mm_seed707
122,sr2,material,Calcite,mono_120kev,20.0,808,0,2.951,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed808.txt,ms_sr2_calcite_mono_120kev_20mm_seed808
123,sr2,material,Calcite,mono_120kev,20.0,909,0,3.006,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed909.txt,ms_sr2_calcite_mono_120kev_20mm_seed909
124,sr2,material,Calcite,mono_120kev,20.0,1001,0,3.001,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed1001.txt,ms_sr2_calcite_mono_120kev_20mm_seed1001
125,sr2,material,Calcite,mono_120kev,20.0,1102,0,3.039,source_models/config/material_sorting_matrix/sr2/ms_sr2_calcite_mono_120kev_20mm_seed1102.txt,ms_sr2_calcite_mono_120kev_20mm_seed1102
126,sr2,material,Orthoclase,mono_40kev,5.0,606,0,3.125,source_models/config/material_sorting_matrix/sr2/ms_sr2_orthoclase_mono_40kev_5mm_seed606.txt,ms_sr2_orthoclase_mono_40kev_5mm_seed606
127,sr2,material,Orthoclase,mono_40kev,5.0,707,0,3.102,source_models/config/material_sorting_matrix/sr2/ms_sr2_orthoclase_mono_40kev_5mm_seed707.txt,ms_sr2_orthoclase_mono_40kev_5mm_seed707
