method,samples,top1_accuracy,top3_accuracy,macro_f1,min_class_recall,photons_per_sample,source_subset,source_count,feature_table_rows,table_mode,gpu_status
XGBoostGPU,50,0.58,0.9,0.5775485625485625,0.2,1000,mono_40kev;mono_70kev;mono_150kev,3,100,filtered_energy_scan_fused,cuda_requested
ExtraTrees,50,0.58,0.98,0.5681257631257631,0.2,1000,mono_100kev;mono_150kev;mono_200kev,3,100,filtered_energy_scan_fused,
ExtraTrees,50,0.58,0.92,0.5604545454545454,0.2,1000,mono_150kev;mono_200kev,2,100,filtered_energy_scan_fused,
XGBoostGPU,50,0.58,0.94,0.5530952380952381,0.2,1000,mono_30kev;mono_80kev;mono_120kev,3,100,filtered_energy_scan_fused,cuda_requested
XGBoostGPU,50,0.56,0.94,0.5596126096126096,0.2,1000,mono_40kev;mono_120kev;mono_200kev,3,100,filtered_energy_scan_fused,cuda_requested
ExtraTrees,50,0.56,0.96,0.5421428571428571,0.2,1000,mono_100kev,1,100,filtered_energy_scan_single,
XGBoostGPU,50,0.56,0.88,0.513169934640523,0.0,1000,mono_30kev;mono_70kev;mono_90kev,3,100,filtered_energy_scan_fused,cuda_requested
XGBoostGPU,50,0.54,0.9,0.5269932844932844,0.2,1000,mono_30kev;mono_90kev;mono_150kev,3,100,filtered_energy_scan_fused,cuda_requested
ExtraTrees,50,0.54,0.9,0.5129329004329004,0.0,1000,mono_200kev,1,100,filtered_energy_scan_single,
XGBoostGPU,50,0.54,0.84,0.5040947940947941,0.0,1000,mono_30kev;mono_60kev;mono_150kev,3,100,filtered_energy_scan_fused,cuda_requested
XGBoostGPU,50,0.52,0.94,0.4784385549091431,0.0,1000,mono_40kev;mono_70kev;mono_200kev,3,100,filtered_energy_scan_fused,cuda_requested
