method,samples,top1_accuracy,top3_accuracy,macro_f1,min_class_recall,photons_per_sample,source_subset,source_count,feature_table_rows,table_mode,gpu_status
PhysicsOnly,50,0.38,0.78,0.32040404040404036,0.0,1000,mono_50kev;mono_60kev;mono_70kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.76,0.3559229659229659,0.0,1000,mono_50kev;mono_60kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.3542135642135642,0.0,1000,mono_50kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.78,0.35084415584415585,0.0,1000,mono_70kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.86,0.3505772005772006,0.0,1000,mono_40kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.8,0.34211566211566213,0.0,1000,mono_50kev;mono_80kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.3413547237076649,0.0,1000,mono_60kev;mono_80kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.3407068421774304,0.0,1000,mono_50kev;mono_60kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.78,0.34056277056277057,0.0,1000,mono_50kev;mono_80kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.76,0.33666666666666667,0.0,1000,mono_90kev;mono_110kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.78,0.33621212121212124,0.0,1000,mono_50kev;mono_70kev;mono_90kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.76,0.33301587301587304,0.0,1000,mono_80kev;mono_110kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.88,0.3328138528138528,0.0,1000,mono_40kev;mono_50kev;mono_70kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.76,0.3321855921855922,0.0,1000,mono_90kev;mono_100kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.72,0.3305982905982906,0.0,1000,mono_60kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.3305508870214752,0.0,1000,mono_90kev;mono_110kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.82,0.32795815295815295,0.0,1000,mono_40kev;mono_80kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.78,0.327009657009657,0.0,1000,mono_50kev;mono_100kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.32683535762483135,0.0,1000,mono_80kev;mono_100kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.84,0.32593739593739596,0.0,1000,mono_40kev;mono_100kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.78,0.31758241758241756,0.0,1000,mono_70kev;mono_80kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.72,0.31184371184371185,0.0,1000,mono_70kev;mono_80kev;mono_90kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.8,0.3044200244200244,0.0,1000,mono_80kev;mono_100kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.74,0.29419446051025,0.0,1000,mono_80kev;mono_90kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.36,0.72,0.2916666666666667,0.0,1000,mono_90kev,1,100,filtered_energy_scan_single,
PhysicsOnly,50,0.34,0.8,0.3405844155844156,0.0,1000,mono_50kev;mono_70kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.8,0.3396409146409146,0.0,1000,mono_50kev;mono_110kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.84,0.3335714285714285,0.0,1000,mono_70kev;mono_80kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.86,0.33215728715728715,0.0,1000,mono_40kev;mono_90kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.78,0.3231194295900178,0.0,1000,mono_60kev;mono_100kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.74,0.31063100642048014,0.0,1000,mono_100kev;mono_110kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.74,0.3072438672438672,0.0,1000,mono_80kev;mono_110kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.76,0.30504273504273505,0.0,1000,mono_60kev;mono_90kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.34,0.72,0.2917000835421888,0.0,1000,mono_80kev,1,100,filtered_energy_scan_single,
PhysicsOnly,50,0.32,0.78,0.30171325750273115,0.0,1000,mono_50kev;mono_100kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.74,0.2988239538239538,0.0,1000,mono_90kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.8,0.2921278721278721,0.0,1000,mono_70kev;mono_100kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.86,0.2885858585858586,0.0,1000,mono_40kev;mono_80kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.74,0.28805860805860806,0.0,1000,mono_70kev;mono_110kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.74,0.28404262404262404,0.0,1000,mono_50kev;mono_70kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.78,0.2764929514929515,0.0,1000,mono_100kev;mono_120kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.32,0.86,0.27553221288515406,0.0,1000,mono_80kev;mono_120kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.3,0.78,0.2888422688422688,0.0,1000,mono_70kev;mono_100kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.3,0.76,0.2786796536796537,0.0,1000,mono_70kev;mono_80kev;mono_100kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.3,0.74,0.2686480186480186,0.0,1000,mono_100kev,1,100,filtered_energy_scan_single,
PhysicsOnly,50,0.3,0.82,0.26598695422224833,0.0,1000,mono_100kev;mono_110kev;mono_120kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.28,0.72,0.2693550893550894,0.0,1000,mono_60kev;mono_100kev;mono_110kev,3,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.28,0.82,0.2504906204906205,0.0,1000,mono_80kev;mono_100kev,2,100,filtered_energy_scan_fused,
PhysicsOnly,50,0.28,0.76,0.23715728715728718,0.0,1000,mono_80kev;mono_90kev;mono_100kev,3,100,filtered_energy_scan_fused,
