method,pair,pair_samples,pair_accuracy,left_recall,right_recall,photons_per_sample,source_subset,source_count
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_50kev;mono_90kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_50kev;mono_100kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_60kev;mono_90kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_60kev;mono_100kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_60kev;mono_110kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_70kev;mono_80kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_70kev;mono_110kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.8,0.0,1000,mono_80kev;mono_90kev,2
ExtraTrees,Quartz|Albite,10,0.4,0.0,0.8,1000,mono_80kev;mono_110kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_90kev;mono_100kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_90kev;mono_110kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_100kev;mono_110kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_100kev;mono_120kev,2
ExtraTrees,Quartz|Albite,10,0.4,0.4,0.4,1000,mono_110kev;mono_120kev,2
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_50kev;mono_60kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_50kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_40kev;mono_50kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_40kev;mono_60kev;mono_90kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_60kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_60kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_60kev;mono_120kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_40kev;mono_70kev;mono_80kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_40kev;mono_70kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_40kev;mono_90kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_40kev;mono_100kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_50kev;mono_60kev;mono_90kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_50kev;mono_60kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_50kev;mono_60kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_50kev;mono_70kev;mono_80kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_50kev;mono_70kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_50kev;mono_90kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_50kev;mono_90kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_50kev;mono_100kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.8,0.0,1000,mono_60kev;mono_70kev;mono_80kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.8,0.0,1000,mono_60kev;mono_70kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_60kev;mono_70kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_60kev;mono_80kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_60kev;mono_90kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.8,0.0,1000,mono_70kev;mono_80kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_70kev;mono_90kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.2,0.6,1000,mono_70kev;mono_90kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_80kev;mono_90kev;mono_100kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.4,0.4,1000,mono_80kev;mono_90kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.4,0.6,0.2,1000,mono_80kev;mono_100kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.4,0.0,0.8,1000,mono_80kev;mono_110kev;mono_120kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_70kev,1
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_100kev,1
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_40kev;mono_60kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_40kev;mono_70kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.2,0.4,1000,mono_40kev;mono_100kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.2,0.4,1000,mono_50kev;mono_70kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_60kev;mono_70kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.6,0.0,1000,mono_80kev;mono_100kev,2
ExtraTrees,Quartz|Albite,10,0.3,0.0,0.6,1000,mono_80kev;mono_100kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.6,0.0,1000,mono_80kev;mono_110kev,2
ExtraTrees,Quartz|Albite,10,0.3,0.2,0.4,1000,mono_100kev;mono_110kev,2
ExtraTrees,Quartz|Albite,10,0.3,0.4,0.2,1000,mono_100kev;mono_120kev,2
ExtraTrees,Hematite|Magnetite,10,0.3,0.2,0.4,1000,mono_40kev;mono_50kev;mono_70kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_40kev;mono_50kev;mono_90kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_40kev;mono_60kev;mono_70kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.6,0.0,1000,mono_40kev;mono_80kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_50kev;mono_60kev;mono_70kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.6,0.0,1000,mono_60kev;mono_100kev;mono_120kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_60kev;mono_110kev;mono_120kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.4,0.2,1000,mono_70kev;mono_80kev;mono_90kev,3
ExtraTrees,Hematite|Magnetite,10,0.3,0.6,0.0,1000,mono_80kev;mono_100kev;mono_110kev,3
ExtraTrees,Quartz|Albite,10,0.3,0.0,0.6,1000,mono_80kev;mono_100kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.3,0.4,0.2,1000,mono_100kev;mono_110kev;mono_120kev,3
ExtraTrees,Quartz|Albite,10,0.2,0.2,0.2,1000,mono_120kev,1
ExtraTrees,Quartz|Albite,10,0.2,0.0,0.4,1000,mono_80kev;mono_100kev;mono_110kev,3
ExtraTrees,Hematite|Magnetite,10,0.1,0.0,0.2,1000,mono_50kev,1
ExtraTrees,Hematite|Magnetite,10,0.0,0.0,0.0,1000,mono_40kev,1
ExtraTrees,Hematite|Magnetite,10,0.0,0.0,0.0,1000,mono_40kev;mono_50kev,2
